postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms,distance,formatted,name,housenumber,street.1,postcode,district,suburb,city,state,country
1086 VA Amsterdam,Haringbuisdijk 14,52.3628,4.9819,560000,128,454,3,2010,1,woonhuis,24,4,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1055 NG Amsterdam,Admiraal De Ruijterweg 444 I,52.3802,4.8524,299000,66,173,1,1906,0,appartement,20,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1059 AE Amsterdam,Aalsmeerweg 99 I,52.3488,4.8468,280000,58,149,4,1930,0,appartement,14,2,7.424910889,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands
1071 XJ Amsterdam,Ruysdaelstraat 118 hs,52.3552,4.8789,1100000,138,495,2,1907,1,appartement,35,6,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1102 JW Amsterdam,Sean MacBridestraat 54,52.3166,4.9517,349000,136,340,2,2009,0,appartement,13,5,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1053 KB Amsterdam,Jacob van Lennepstraat 262 D,52.3668,4.8681,295000,50,150,1,1906,0,appartement,20,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands
1107 JL Amsterdam,Schalkwijkpad 33,52.2932,4.9803,125000,58,169,1,1982,0,appartement,21,2,5.755793401,"Sliedrechtstraat, 1107 JR Amsterdam, Netherlands",Sliedrechtstraat,,Sliedrechtstraat,1107JR,,Gein,Amsterdam,North Holland,Netherlands
1019 DT Amsterdam,Rietlandpark,52.3733,4.9391,40000,0,0,1,0,0,parkeergelegenheid,1,1,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1015 GJ Amsterdam,Brouwersgracht 635 III-IV,52.3784,4.8836,599000,96,302,2,1906,0,appartement,24,4,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1102 VB Amsterdam,Barbusselaan 372,52.3166,4.9517,145000,42,100,4,1986,0,appartement,9,2,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1033 WH Amsterdam,Marskramerstraat 25,52.4092,4.8902,189000,54,170,5,1990,1,appartement,23,2,5.173699461,"Kometensingel 617, 1033 BT Amsterdam, Netherlands",,617,Kometensingel,1033BT,Noord,Tuindorp Oostzaan,Amsterdam,North Holland,Netherlands
1069 EH Amsterdam,Langswater 909,52.3556,4.7907,142500,61,165,1,1963,0,appartement,16,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1025 DZ Amsterdam,H. Cleyndertweg 603,52.399,4.9361,219000,88,265,1,1974,0,appartement,21,3,12.75019992,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",,124,Buikslotermeerplein,1025EX,Noord,Noord,Amsterdam,North Holland,Netherlands
1094 GM Amsterdam,Madurastraat 22 b,52.3626,4.936,175000,26,85,5,1902,0,appartement,11,1,22.68397045,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands
1074 XG Amsterdam,Sint Willibrordusdwarsstraat 4 1,52.3539,4.9042,250000,40,125,1,1910,0,appartement,27,2,2.078957468,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands
1072 AW Amsterdam,Ruysdaelkade 211 huis,52.3535,4.8902,295000,48,150,1,1902,1,appartement,14,2,4.56624317,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands
1051 KH Amsterdam,Visseringstraat 21 E,52.3818,4.8717,650000,109,354,1,2009,0,appartement,48,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1051 LW Amsterdam,Marcantilaan 132,52.3818,4.8717,328000,73,229,1,1985,0,appartement,19,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1087 CL Amsterdam,IJburglaan 785,52.3539,5.0005,280000,0,0,1,0,0,onbekend,1,1,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1106 DH Amsterdam,Veldhuizenstraat 42,52.2991,4.9754,145000,62,174,1,1982,1,appartement,29,2,2.949591066,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands
1031 Amsterdam,Spadinalaan,52.3888,4.9062,35000,0,0,1,0,0,parkeergelegenheid,1,1,17.84896931,"Ranonkelkade 24N, 1031 XS Amsterdam, Netherlands",,24N,Ranonkelkade,1031XS,Noord,Buiksloterham,Amsterdam,North Holland,Netherlands
1054 DV Amsterdam,Eerste Helmersstraat 197 hs,52.3617,4.8669,1000000,189,540,5,1910,0,appartement,28,5,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1095 AN Amsterdam,Zeeburgerdijk 630,52.3666,4.952,365000,82,240,1,2000,0,appartement,20,3,6.439024134,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands
1104 HW Amsterdam,Klaroenstraat 28,52.3164,4.9776,175000,78,244,1,2010,0,appartement,29,3,0,"De Kameleon, Kruitberghof 58, 1104 SE Amsterdam, Netherlands",De Kameleon,58,Kruitberghof,1104SE,,Zuidoost,Amsterdam,North Holland,Netherlands
1067 NT Amsterdam,Bartholt Enthesstraat 41,52.3786,4.7987,275000,100,285,3,1981,1,woonhuis,25,5,18.89536903,"Strack̩straat 8, 1067 KR Amsterdam, Netherlands",,8,Strack̩straat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands
1015 DT Amsterdam,Prinsengracht 197 -F,52.3784,4.8836,975000,161,282,2,1906,0,appartement,26,4,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1012 DC Amsterdam,Oudezijds Achterburgwal 79 F,52.3735,4.8951,585000,96,330,2,1800,0,appartement,29,3,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1104 GA Amsterdam,Kantershof 20,52.3164,4.9776,157750,55,125,1,1974,1,woonhuis,15,2,0,"De Kameleon, Kruitberghof 58, 1104 SE Amsterdam, Netherlands",De Kameleon,58,Kruitberghof,1104SE,,Zuidoost,Amsterdam,North Holland,Netherlands
1095 AW Amsterdam,Molukkenstraat 63 lll,52.3666,4.952,485000,102,343,4,1916,0,appartement,21,4,6.439024134,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands
1083 GR Amsterdam,Arent Janszoon Ernststraat 61,52.3302,4.8844,430000,109,346,12,1960,0,appartement,17,3,13.78855054,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands
1072 GT Amsterdam,Rustenburgerstraat 371 2-Voor,52.3535,4.8902,195000,30,85,1,1905,0,appartement,12,2,4.56624317,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands
1077 GD Amsterdam,Bachstraat 11,52.346,4.8738,4000000,400,1150,4,1906,1,woonhuis,32,9,8.308924964,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1022 AD Amsterdam,Zamenhofstraat 60,52.3987,4.9299,225000,50,190,2,1918,1,appartement,30,2,28.3948048,"Loenermark 471, 1025 TP Amsterdam, Netherlands",,471,Loenermark,1025TP,Noord,Buikslotermeer,Amsterdam,North Holland,Netherlands
1068 WX Amsterdam,Nicolaas Anslijnstraat 144,52.3592,4.8052,195000,81,200,2,1963,0,appartement,19,3,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1061 MJ Amsterdam,Willem Augustinstraat 151,52.3736,4.8395,325000,98,310,1,2013,0,appartement,35,3,19.25031897,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",,14A,Rinus Michelslaan,1061MB,West,Kolenkitbuurt,Amsterdam,North Holland,Netherlands
1057 CW Amsterdam,Hoofdweg 239 3,52.3677,4.8551,399000,82,213,2,1924,0,appartement,25,3,0.97240263,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands
1052 ND Amsterdam,De Clercqstraat 14 I,52.377,4.874,325000,67,238,1,1906,0,appartement,32,3,2.189558787,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands
1091 JR Amsterdam,Iepenplein 62,52.3556,4.9135,250000,52,140,1,1979,0,appartement,19,2,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1060 SH Amsterdam,Dinarpromenade 13,52.3491,4.7835,225000,73,198,3,1998,0,appartement,23,2,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1106 XR Amsterdam,Opijnenhof 49,52.2991,4.9754,149500,70,190,3,1976,0,appartement,12,3,2.949591066,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands
1019 DV Amsterdam,Rietlandpark,52.3733,4.9391,30000,0,0,1,0,0,parkeergelegenheid,2,1,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1060 PG Amsterdam,Marmolada 40,52.3491,4.7835,300000,117,362,3,1998,1,woonhuis,29,5,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1017 XL Amsterdam,Frederiksplein 47 -III,52.363,4.8924,675000,94,474,2,1906,0,appartement,22,4,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1055 RD Amsterdam,Willem de Zwijgerlaan 334 C6,52.3802,4.8524,140000,32,145,1,1959,0,appartement,13,1,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1053 TA Amsterdam,Schimmelstraat 3 A*,52.3668,4.8681,950000,161,536,2,1900,1,appartement,25,6,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands
1087 DA Amsterdam,Henri Berssenbruggehof 6 *,52.3539,5.0005,500000,121,408,2,2001,1,woonhuis,42,5,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1012 NG Amsterdam,Nieuwe Nieuwstraat 25 II,52.3735,4.8951,275000,50,166,1,1905,0,appartement,26,2,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1063 BM Amsterdam,Burgemeester De Vlugtlaan 251,52.3814,4.8259,185000,60,200,1,1958,0,appartement,21,2,2.595441168,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands
1052 BH Amsterdam,Eerste Nassaustraat 34 -2V,52.377,4.874,250000,39,133,1,1886,0,appartement,20,2,2.189558787,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands
1069 ED Amsterdam,Langswater 438,52.3556,4.7907,149000,60,180,13,1960,0,appartement,10,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1051 PB Amsterdam,Waterspiegelplein 52,52.3818,4.8717,0,77,230,1,1997,0,appartement,4,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1091 DG Amsterdam,'s-Gravesandestraat 108,52.3556,4.9135,285000,57,154,1,1988,0,appartement,20,2,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1054 JP Amsterdam,Overtoom 407 D,52.3617,4.8669,325000,57,178,1,1906,0,appartement,24,2,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1035 PW Amsterdam,Landsmeerderdijk 20 C,52.4196,4.8944,485000,108,302,2,2011,0,appartement,32,3,5.227310669,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",,5,Jacob Honigstraat,1035XV,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands
1054 BD Amsterdam,Derde Helmersstraat 51 -hs/I,52.3617,4.8669,670000,109,325,2,1905,1,appartement,34,3,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1016 BE Amsterdam,Herengracht 179 -C,52.3709,4.8816,750000,94,313,2,1906,0,appartement,16,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1081 HL Amsterdam,Arent Janszoon Ernststraat 1199,52.3278,4.862,849000,211,659,2,1971,1,woonhuis,44,5,45.89787691,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands
1061 BV Amsterdam,Blauwvoetstraat 16 II,52.3736,4.8395,195000,51,140,1,1960,0,appartement,17,3,19.25031897,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",,14A,Rinus Michelslaan,1061MB,West,Kolenkitbuurt,Amsterdam,North Holland,Netherlands
1093 CN Amsterdam,Wagenaarstraat 175,52.3618,4.928,630000,115,299,2,2006,1,appartement,29,4,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",Dappermarkt,,Tweede van Swindenstraat,1093GS,,Oost,Amsterdam,North Holland,Netherlands
1066 TK Amsterdam,Blankenbergestraat 45,52.346,4.8163,219000,64,190,1,1995,0,appartement,19,3,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1066 LC Amsterdam,Kinrooistraat 37,52.346,4.8163,335000,120,480,3,1990,0,woonhuis,37,5,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1060 RZ Amsterdam,Eurokade 30,52.3491,4.7835,375000,142,450,4,1999,1,woonhuis,39,6,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1015 JK Amsterdam,Goudsbloemstraat 67,52.3784,4.8836,575000,86,252,1,1991,0,appartement,20,3,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1056 KZ Amsterdam,Korte Geuzenstraat 700 nr. 10,52.3732,4.856,68000,0,27,1,1942,0,appartement,16,1,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1071 RD Amsterdam,Nicolaas Maesstraat 80 III,52.3552,4.8789,975000,130,390,2,1903,0,appartement,30,3,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1075 RE Amsterdam,Lomanstraat 68 III/IV,52.3518,4.8586,850000,125,440,2,1906,0,appartement,32,4,12.51019918,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1094 JZ Amsterdam,Eerste Atjehstraat 21 I,52.3626,4.936,250000,55,148,4,1985,0,appartement,19,3,22.68397045,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands
1066 JN Amsterdam,Laan van Vlaanderen 267,52.346,4.8163,359500,113,385,3,1993,1,woonhuis,24,4,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1012 ES Amsterdam,Oudezijds Voorburgwal 145 A,52.3735,4.8951,895000,165,500,1,1896,0,appartement,35,3,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1073 SB Amsterdam,Tolstraat 40,52.3532,4.8982,499000,85,277,5,2005,1,appartement,33,3,2.251217568,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1068 PM Amsterdam,Oeverpad,52.3592,4.8052,14950,0,0,1,0,0,parkeergelegenheid,7,1,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1073 GV Amsterdam,Lutmastraat 145 -C,52.3532,4.8982,285000,55,150,1,1989,0,appartement,27,2,2.251217568,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1071 PJ Amsterdam,De Lairessestraat 90 -III-M,52.3552,4.8789,1250000,140,509,1,1906,0,appartement,25,3,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1059 TK Amsterdam,Westlandgracht 185 1,52.3488,4.8468,295000,57,197,1,1935,0,appartement,24,3,7.424910889,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands
1093 NG Amsterdam,Oranje-Vrijstaatplein 18,52.3618,4.928,430000,91,273,4,2013,0,appartement,20,3,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",Dappermarkt,,Tweede van Swindenstraat,1093GS,,Oost,Amsterdam,North Holland,Netherlands
1086 VB Amsterdam,Brigantijnkade 48,52.3628,4.9819,619000,142,500,2,2011,0,woonhuis,32,4,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1016 NA Amsterdam,Rozengracht 221 A,52.3709,4.8816,600000,121,377,2,1991,0,appartement,21,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1065 TP Amsterdam,Ariana Nozemanstraat 13 -I,52.3573,4.8278,185000,55,190,1,1955,0,appartement,30,3,12.73989697,"Cornelis Lelylaan 117, 1065 CN Amsterdam, Netherlands",,117,Cornelis Lelylaan,1065CN,Nieuw-West,Slotervaart,Amsterdam,North Holland,Netherlands
1091 TR Amsterdam,Jan Bernardusstraat 15 B,52.3556,4.9135,325000,56,180,1,2006,0,appartement,25,2,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1016 LS Amsterdam,Rozengracht 51 C,52.3709,4.8816,299000,57,152,1,1992,0,appartement,25,2,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1082 CT Amsterdam,Boeckenburg 33,52.3311,4.8742,249000,67,200,1,1963,0,appartement,12,3,14.77331069,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands
1054 MR Amsterdam,Brederodestraat 41 huis,52.3617,4.8669,400000,68,231,1,1901,1,appartement,17,2,12.08561574,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands
1082 EL Amsterdam,Zuid-Hollandstraat 78,52.3311,4.8742,36000,0,0,1,0,0,parkeergelegenheid,1,1,14.77331069,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands
1093 GB Amsterdam,Eerste Van Swindenstraat 177,52.3618,4.928,298000,70,208,1,1997,0,appartement,24,3,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",Dappermarkt,,Tweede van Swindenstraat,1093GS,,Oost,Amsterdam,North Holland,Netherlands
1053 BX Amsterdam,Ten Katestraat 39 -2,52.3668,4.8681,235000,43,150,1,1895,0,appartement,21,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands
1017 JZ Amsterdam,Prinsengracht 761,52.363,4.8924,2500000,173,519,1,1960,0,appartement,13,3,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1077 KP Amsterdam,Willem Kesstraat 1 II,52.346,4.8738,585000,111,300,1,1955,0,appartement,35,4,8.308924964,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1028 BT Amsterdam,Durgerdammergouw 2,52.4014,5.0073,800000,215,645,3,1906,1,woonhuis,57,9,500.8931529,"Bloemendalergouw 49B, 1028 BH Amsterdam, Netherlands",,49B,Bloemendalergouw,1028BH,Noord,Waterland,Amsterdam,North Holland,Netherlands
1056 JP Amsterdam,Willem de Zwijgerlaan 217 -3,52.3732,4.856,550000,100,326,2,1934,0,appartement,26,4,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1015 DV Amsterdam,Prinsengracht 14 M,52.3784,4.8836,359000,0,0,1,0,0,onbekend,1,1,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
